url,"name"
https://walmradio.com:8443/jazz,jazz
http://channels.dinamo.fm/deep-mp3,deep
http://prem2.classicalradio.com/violinworks?b1e8ab696a279ebb68c48cab,violin
http://prem2.classicalradio.com/violinworks?b1e8ab696a279ebb68c48cab,violin2
